,Cadastrais - Nome,Cadastrais - Classe - Nome,Cadastrais - Subclasse - Nome,Adicionais - Código de Barras
7360,"GRANULADO JUNCO MACIO 1,01KG",PRODUTOS,PROD - GRANULADOS,7896523141039.0
7361,GRANULADO JUNCO MACIO 150G,PRODUTOS,PROD - GRANULADOS,7896523121703.0
7362,GRANULADO JUNCO MACIO 500G,PRODUTOS,PROD - GRANULADOS,7896523141022.0
7363,"GRANULADO LEVAPAN CHOC CROC 1,05KG",PRODUTOS,PROD - GRANULADOS,7898386414527.0
7364,"GRANULADO LEVAPAN CHOC MACIO 1,05KG",PRODUTOS,PROD - GRANULADOS,7898386413247.0
7365,GRANULADO MACIO CACAU FOODS 80G,PRODUTOS,PROD - GRANULADOS,7896497209988.0
7366,GRANULADO MACIO SABOR CHOCOLATE MIL CORES,PRODUTOS,PEC - ENGRENAGEM,
7367,Granulado Mauri crocante choc ao leite 1Kg,PRODUTOS,PEC - ENGRENAGEM,
7368,Granulado Mauri macio choc ao leite 1Kg,PRODUTOS,PEC - ENGRENAGEM,
7369,"GRANULADO MAVALERIO CHOCOLATE MACIO 1,01 KG",PRODUTOS,PEC - ENGRENAGEM,
7370,GRANULADO MAVALERIO COLORIDO 150g,PRODUTOS,PEC - ENGRENAGEM,
7371,GRANULADO MAVALERIO COLORIDO 500g,PRODUTOS,PEC - ENGRENAGEM,
7372,GRANULADO MAVALERIO COLORIDO 80g,PRODUTOS,PEC - ENGRENAGEM,
7373,GRANULADO MAVALERIO COLORIDO CROCANTE 80G,PRODUTOS,PEC - ENGRENAGEM,
7374,GRANULADO MAVALERIO CROC ESCURO 150g,PRODUTOS,PEC - ENGRENAGEM,
7375,GRANULADO MELKEN VERMICELLI AO LEITE 400G,PRODUTOS,PROD - GRANULADOS,7897077835436.0
7376,GRANULADO MELKEN VERMICELLI BRANCO 400G,PRODUTOS,PROD - GRANULADOS,7897077835429.0
7377,GRANULADO MIL CORES CHOCOLATE MACIO 500G,PRODUTOS,PEC - ENGRENAGEM,
7378,GRANULADO MIL CORES CROCANTE MESCLADO 500G,PRODUTOS,PEC - ENGRENAGEM,7896072642797.0
7379,GRANULADO MILCORES BRANCO CROC 500G,PRODUTOS,PROD - GRANULADOS,7896072642803.0
7380,"GRANULADO MILCORES CHOC CROC 1,05KG",PRODUTOS,PROD - GRANULADOS,7896072646726.0
7381,GRANULADO MILCORES CHOC CROC 500G,PRODUTOS,PROD - GRANULADOS,7896072642735.0
7382,GRANULADO MILCORES CHOC FLOCOS MACIO 500G,PRODUTOS,PROD - GRANULADOS,7896072642742.0
7383,GRANULADO MILCORES MICANGA BRANCO CROC 500G,PRODUTOS,PROD - GRANULADOS,7896072641431.0
7384,GRANULADO MILCORES MICANGA CHOC CROC 500G,PRODUTOS,PROD - GRANULADOS,7896072642605.0
7385,GRANULADO MILCORES MICANGA COLOR CROC 500G,PRODUTOS,PROD - GRANULADOS,7896072641400.0
7386,GRANULADO MIX BIG MACIO ESCURO 25KG,PRODUTOS,PROD - GRANULADOS,
7387,"GRANULADO MIX BIG MACIO ESCURO FRAC 0,250g",PRODUTOS,PROD - GRANULADOS,
7388,GRANULADO MIX BIG MACIO ESCURO FRAC 1KG,PRODUTOS,PROD - GRANULADOS,
7389,GRANULADO MIX BRANCO MACIO 500G,PRODUTOS,PROD - GRANULADOS,7897011504763.0
7390,GRANULADO MIX MICANGA BRANCA 500G,PRODUTOS,PROD - GRANULADOS,7897011508167.0
7391,GRANULADO MIX MICANGA BRIGADEIRO 100G,PRODUTOS,PROD - GRANULADOS,7897011509652.0
7392,GRANULADO MIX MICANGA BRIGADEIRO 500G,PRODUTOS,PROD - GRANULADOS,7897011508181.0
7393,GRANULADO MIX MICANGA CANDY COLOR 100G,PRODUTOS,PROD - GRANULADOS,7897011509690.0
7394,GRANULADO MIX MICANGA CANDY COLOR 500G,PRODUTOS,PROD - GRANULADOS,7897011500062.0
7395,GRANULADO MIX MICANGA COLOR 500G,PRODUTOS,PROD - GRANULADOS,7897011508204.0
7396,GRANULADO MIX MISTO MACIO 500G,PRODUTOS,PROD - GRANULADOS,7897011504787.0
7397,GRANULADO PARA FLOCOS 01Kg,PRODUTOS,PEC - ENGRENAGEM,
7398,GRANULADO ROSA 01Kg,PRODUTOS,PEC - ENGRENAGEM,
7399,"GRANULADO SALWARE CHOC CROC  1,01Kg",PRODUTOS,PEC - ENGRENAGEM,7898926235551.0
7400,"GRANULADO STAR BAKE CHOC CROC 1,05KG",PRODUTOS,PROD - GRANULADOS,7898386415456.0
7401,GRANULADO VERDE 01Kg,PRODUTOS,PEC - ENGRENAGEM,
7402,GRANULE MELKEN CARAMELO 400G,PRODUTOS,PROD - GRANULADOS,7897077838215.0
7403,GRANULE MELKEN CHOC AMARGO 70% 400G,PRODUTOS,PROD - GRANULADOS,7897077838147.0
7404,GRANULE MELKEN CHOC AO LEITE 400G,PRODUTOS,PROD - GRANULADOS,7897077835498.0
7405,GRANULE MELKEN CHOC BRANCO 400G,PRODUTOS,PROD - GRANULADOS,7897077835481.0
7406,GRANULE MELKEN CHOC MEIO AMARGO 130G,PRODUTOS,PROD - GRANULADOS,7897077836686.0
7407,GRANULE MELKEN CHOC MEIO AMARGO 400G,PRODUTOS,PROD - GRANULADOS,7897077835566.0
7429,GUARDANAPO PAPEL VIP 20x22 C/ 50 FOLHAS  (PCT),PRODUTOS,PEC - ENGRENAGEM,
7435,GUARDANAPO PLAZAPEL 30X33 PCT50,PRODUTOS,PEC - ENGRENAGEM,
7446,HAM02 BR400 NS ND 165x165x80 UNID,PRODUTOS,PEC - ENGRENAGEM,
7447,HAM02 BR400 NS ND 165x165x80 UNID,PRODUTOS,PEC - ENGRENAGEM,
7448,HAMB EPS H01 ULTRA - 400 UNID (FARDO),PRODUTOS,PEC - ENGRENAGEM,
7449,HAMB EPS H02 ULTRA - 10 UNID (PCT),PRODUTOS,PEC - ENGRENAGEM,
7451,HAMBURG. EPS H02 ULTRA - 100 UND (FARDO),PRODUTOS,PEC - ENGRENAGEM,
7454,"Harald brigadeiro 1,01Kg",PRODUTOS,PEC - ENGRENAGEM,
7455,Harald creme avelã com cacau 350g,PRODUTOS,PEC - ENGRENAGEM,
7478,HORTELÃ 500g,PRODUTOS,PEC - ENGRENAGEM,
7624,JOGO MINI PETISCOS PORC. BQUADRADO RANCA C/05 UND,PRODUTOS,PEC - ENGRENAGEM,
7633,KETBOM BAMBONA 3Kg,PRODUTOS,PEC - ENGRENAGEM,7898905858023.0
7634,"Ketchup Guari 3,4Kg",PRODUTOS,PEC - ENGRENAGEM,
7635,"Ketchup molho cremoso, 3,2Kg",PRODUTOS,PEC - ENGRENAGEM,
7714,KIT PANETONE CX,PRODUTOS,PEC - ENGRENAGEM,
7726,KITAPAN BISNAGA 100g,PRODUTOS,PEC - ENGRENAGEM,
7727,K-OTHRINE CE25 BARATA/MOSCA 250ml,PRODUTOS,PEC - ENGRENAGEM,
7740,LACTA WAFER BIS CX,PRODUTOS,PROD - BISCOITOS,
7793,LECITINA DE SOJA ICEBERG 100G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898329016931.0
7797,"LEITE COND. GLÓRIA Lt 3,47Kg",PRODUTOS,PEC - ENGRENAGEM,
7798,LEITE COND. SEMIDESNATADO PIRACANJUBA 395G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898215152002.0
7799,LEITE CONDENSADO AUREA BAG 5Kg,PRODUTOS,PEC - ENGRENAGEM,
7800,LEITE CONDENSADO BETANIA TP 395G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898403781298.0
7801,LEITE CONDENSADO CAMPONESA TP 270G,PRODUTOS,PROD - CULINARIOS,7896259412762.0
7802,LEITE CONDENSADO ITAMBE 1000G,PRODUTOS,PEC - ENGRENAGEM,
7803,LEITE CONDENSADO ITAMBE TP 395G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896051115014.0
7804,LEITE CONDENSADO NESTLE LATA 395G,PRODUTOS,PEC - ENGRENAGEM,
7805,LEITE CONDENSADO NESTLE MOCA (CX) 395G,PRODUTOS,PROD - DOCES RECHEIOS,7891000065440.0
7806,LEITE CONDENSADO SEMIDESN ITALAC 395G,PRODUTOS,PROD - CULINARIOS,7898080640413.0
7807,LEITE DE COCO 500ML,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898318530912.0
7808,LEITE DE COCO DO VALE 1L,PRODUTOS,PEC - ENGRENAGEM,
7809,LEITE EM PÓ KERRYLAC SC 25Kg,PRODUTOS,PEC - ENGRENAGEM,
7810,LEITE PO INTEGRAL 400G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896051130123.0
7811,LEITE SOJA SOY NUTRI PO 150G,PRODUTOS,PROD - PROT SOJA,7898318531834.0
7812,LEITNHO CONFEITARE XAMEGO BOM POTE 2KG,PRODUTOS,PROD - DOCES RECHEIOS,7896310650966.0
7817,LIGA NEUTRA DUPORTO 100G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896395100462.0
7818,LIGA NEUTRA DUPORTO 1KG,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896395100615.0
7819,LIGA NEUTRA EXTRA II SELECTA  1KG,PRODUTOS,PROD - PROD SORVETE,7896411803735.0
7820,LIGA NEUTRA ICEBERG 100G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898329014456.0
7821,LIGA NEUTRA ICEBERG TWO 1Kg,PRODUTOS,PEC - ENGRENAGEM,
7822,LIGA NEUTRA MARVI 100G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896068401223.0
7823,LIGA NEUTRA MARVI 1KG,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896068407140.0
7824,LIMAO TAHIT 1KG,PRODUTOS,PEC - ENGRENAGEM,
7825,LIMPADOR DE ACO INOX 500ML,PRODUTOS,PROD - PRODUTOS DIVERSOS,
7826,LIMPADOR DE ALUMINIO 500ML,PRODUTOS,PROD - PRODUTOS DIVERSOS,
7827,LINHAÇA DOURADA EXTRA 500g,PRODUTOS,PEC - ENGRENAGEM,
7828,LINHACA MARROM EXTRA 1Kg,PRODUTOS,PEC - ENGRENAGEM,
7829,LINHACA MARROM PRO NUTTS 500G,PRODUTOS,PEC - ENGRENAGEM,
7995,LUVAS DESC. TRANSP. C/10 UND,PRODUTOS,PEC - ENGRENAGEM,7898927365011.0
7996,Luvas látex média par,PRODUTOS,PEC - ENGRENAGEM,
7997,LUVAS PACOTE C/100 UNID,PRODUTOS,PEC - ENGRENAGEM,
8004,MAIONEGGS MAIO LIGHT 03Kg,PRODUTOS,PEC - ENGRENAGEM,
8005,MAIONESE  RUAH SACHE 180 X 6g,PRODUTOS,PEC - ENGRENAGEM,
8006,MAIONESE AMELIA 3KG,PRODUTOS,PEC - ENGRENAGEM,7896096013382.0
8007,MAIONESE AUREA 189X6G,PRODUTOS,PROD - MOLHOS,7896180770573.0
8008,MAIONESE AUREA 3KG,PRODUTOS,DESC - CAIXAS,7896180799376.0
8009,"MAIONESE BAG 1,01Kg",PRODUTOS,PEC - ENGRENAGEM,7898905858092.0
8010,MAIONESE BAG 2.85Kg,PRODUTOS,PEC - ENGRENAGEM,7898905858078.0
8011,MAIONESE BOCARDO CX/189x6g (SACHET),PRODUTOS,PEC - ENGRENAGEM,
8012,MAIONESE BOCARDO TRADICIONAL 3Kg (BALDE),PRODUTOS,PEC - ENGRENAGEM,
8013,MAIONESE D`AJUDA SACHET 192x7g,PRODUTOS,PEC - ENGRENAGEM,
8014,MAIONESE D'AJUDA 3Kg,PRODUTOS,PEC - ENGRENAGEM,
8015,MAIONESE DEGUST CX/168x6g (SACHET),PRODUTOS,PEC - ENGRENAGEM,
8016,MAIONESE DUSUL SACHET CX C/190x7g,PRODUTOS,PROD - MOLHOS,7898903594251.0
8017,"MAIONESE EGG`S 2,5Kg",PRODUTOS,PEC - ENGRENAGEM,
8018,MAIONESE FUGINI 300G C/BICO,PRODUTOS,PEC - ENGRENAGEM,
8019,MAIONESE HEINZ 192X8G,PRODUTOS,DESC - CAIXAS,
8020,MAIONESE MAIONEGGS 01Kg,PRODUTOS,PEC - ENGRENAGEM,
8021,MAIONESE MAIONEGG'S 03Kg,PRODUTOS,PEC - ENGRENAGEM,
8022,"MAIONESE MAREIA 2,5Kg (BAG)",PRODUTOS,PEC - ENGRENAGEM,
8023,MAIONESE MAREIA 3Kg (BAG),PRODUTOS,PEC - ENGRENAGEM,
8024,MAIONESE MAREIA 3Kg (BALDE),PRODUTOS,PEC - ENGRENAGEM,
8025,MAIONESE MAREIA 900g (BAG),PRODUTOS,PEC - ENGRENAGEM,
8026,MAIONESE MAREIA CX/150x7g (SACHET),PRODUTOS,PEC - ENGRENAGEM,
8027,MAIONESE MAREIA CX/152x6g (SACHET),PRODUTOS,PEC - ENGRENAGEM,
8028,Maionese Mareia Tradicional 3kg balde,PRODUTOS,PEC - ENGRENAGEM,
8029,MAIONESE PREDILECTA SACHET CX C/144x7g,PRODUTOS,PROD - MOLHOS,17896292321431.0
8030,MAIONESE PRIMOR 3Kg,PRODUTOS,PEC - ENGRENAGEM,
8031,MAIONESE PRIMOR BALDE 6Kg,PRODUTOS,PEC - ENGRENAGEM,
8032,Maionese Primor sachê cx c/192x8g,PRODUTOS,PEC - ENGRENAGEM,
8033,MAIONESE RUAH BAG 1KG,PRODUTOS,PEC - ENGRENAGEM,
8034,"MAIONESE RUAH BAG 2,5KG",PRODUTOS,PEC - ENGRENAGEM,
8035,"MAIONESE SACHE 1,134Kg 6g",PRODUTOS,PEC - ENGRENAGEM,
8036,MAIONESE SACHE 200G,PRODUTOS,PROD - PRODUTOS DIVERSOS,
8037,MAIONESE SACHET 3Kg,PRODUTOS,PEC - ENGRENAGEM,
8038,MAIONESE SACHET CX C/240x8g,PRODUTOS,PEC - ENGRENAGEM,
8039,Maionese sachet Temperalli 184x6g,PRODUTOS,PEC - ENGRENAGEM,
8040,Maionese Salada sachet 1Kg,PRODUTOS,PEC - ENGRENAGEM,
8041,MAIONESE SMART CX/180x6g (SACHET),PRODUTOS,PEC - ENGRENAGEM,
8042,MAIONESE SOYA 3KG ,PRODUTOS,DESC - CAIXAS,7891080404979.0
8043,MAIONESE SOYA BAG 3Kg,PRODUTOS,PEC - ENGRENAGEM,
8044,MAIONESE TAMBAU 189X6G,PRODUTOS,DESC - CAIXAS,7896945402220.0
8045,Maionese Temperalli balde 3Kg,PRODUTOS,PEC - ENGRENAGEM,7898903763336.0
8046,MAIONESE TRADICIONAL BOCARDO 3KG,PRODUTOS,PEC - ENGRENAGEM,
8047,Maionese Tradicional Hábito 3Kg,PRODUTOS,PEC - ENGRENAGEM,
8048,Maionese tradicional sachet 184x6g,PRODUTOS,PEC - ENGRENAGEM,7898942393013.0
8049,MAIS MACIO FLM SACHET 20g,PRODUTOS,PROD -  MELHORADOR,7898409950384.0
8117,"MANGA C/ PRATI LEITE CONDENSADO 1,01kg",PRODUTOS,PEC - ENGRENAGEM,
8120,MANGA DESC ART&FORMA GR  5 UND (PCT),PRODUTOS,PEC - ENGRENAGEM,
8121,MANGA DESC ART&FORMA MD  5 UND (PCT),PRODUTOS,PEC - ENGRENAGEM,
8122,MANGA DESC ART&FORMA PQ 5 UND (PCT),PRODUTOS,PEC - ENGRENAGEM,
8125,MANGA ISAMAR DESCART. MEDIA P/ CONFEITAR PCT10 UND,PRODUTOS,PEC - ENGRENAGEM,
8129,MANGA ISAMAR EMBORRAC DUPLA COSTURA EXTRA I 54cm,PRODUTOS,PEC - ENGRENAGEM,
8132,MANGA ISAMAR EMBORRAC MINI P/ CONFEITAR 28cm,PRODUTOS,PEC - ENGRENAGEM,
8187,MANJERICAO FRESCO,PRODUTOS,PROD - TEMPEROS,
8188,MANJERONA DESIDRATADA 30G,PRODUTOS,PROD - PRODUTOS DIVERSOS,
8189,MANTEIGA BETANIA 500G,PRODUTOS,PEC - ENGRENAGEM,7898403780062.0
8190,MANTEIGA BOM SABOR C/ SAL BLISTER 192 UND,PRODUTOS,PEC - ENGRENAGEM,
8191,MANTEIGA DELTA 500G,PRODUTOS,PROD - MARGARINAS,751320969491.0
8192,"MANTEIGA IOGA 70%  4,8KG",PRODUTOS,PROD - MARGARINAS,7898228270328.0
8213,"MARG AMELIA MASSAS CREMES 1,01 KG",PRODUTOS,PROD - MARGARINAS,7896096000283.0
8214,Marg Bunge pro cremes 02Kg,PRODUTOS,PROD - MARGARINAS,
8215,Marg Bunge pro folhad 02Kg,PRODUTOS,PROD - MARGARINAS,
8216,"MARG COLOMBO FOLHADA 1,010KG",PRODUTOS,PROD - MARGARINAS,7898049434459.0
8217,MARG ELOGIATA 70% 15KG,PRODUTOS,PROD - MARGARINAS,7898914796385.0
8218,MARG ESP AMELIA CREME 2 Kg,PRODUTOS,PROD - MARGARINAS,7896096000665.0
8219,MARG ESP AMELIA FOLHADOS 2 Kg,PRODUTOS,PROD - MARGARINAS,7896096000368.0
8220,MARG GRADINA FOLHADA 2KG,PRODUTOS,PROD - MARGARINAS,7894904271634.0
8221,MARG LEVAPAN FOLHADA 2KG,PRODUTOS,PROD - MARGARINAS,
8222,MARG MEDALHA DE OURO 80% 15KG,PRODUTOS,PROD - MARGARINAS,
8223,MARG MEDALHA DE OURO 80% 3KG,PRODUTOS,PROD - MARGARINAS,
8224,MARG PRIMOR 500G,PRODUTOS,PEC - ENGRENAGEM,7891080400599.0
8225,MARG PRIMOR 75% 15KG,PRODUTOS,PROD - MARGARINAS,7891080403712.0
8226,MARG PRIMOR 75% 3KG,PRODUTOS,PROD - MARGARINAS,7891080402166.0
8227,MARG PURO SABOR 70% 15KG,PRODUTOS,PROD - MARGARINAS,
8228,MARG PURO SABOR 70% 15KG,PRODUTOS,PROD - MARGARINAS,7891152501575.0
8229,MARG PURO SABOR 70% 3KG,PRODUTOS,PROD - MARGARINAS,7891152501599.0
8230,MARG PURO SABOR 70% 3KG,PRODUTOS,PROD - MARGARINAS,
8231,MARG RICCA BOLOS 02Kg,PRODUTOS,PROD - MARGARINAS,
8232,MARG RICCA CREMES 2KG,PRODUTOS,PROD - MARGARINAS,7891080500046.0
8233,MARG RICCA CROISSANT  02Kg,PRODUTOS,PROD - MARGARINAS,
8234,MARG RICCA FOLHADA 2KG,PRODUTOS,PROD - MARGARINAS,7894904271764.0
8235,MARG SEM SAL 1KG,PRODUTOS,PROD - MARGARINAS,7891080145735.0
8236,MARG SEM SAL 80% 1KG,PRODUTOS,PROD - MARGARINAS,7896096002324.0
8237,MARG SEM SAL 80% 3KG,PRODUTOS,PROD - MARGARINAS,7891515430412.0
8238,MARG VITAPALMA PREMIUM S BD 15Kg,PRODUTOS,PROD - MARGARINAS,
8239,"MARGARINA BAKELS FOLHADA TROPICAL 1,01Kg",PRODUTOS,PEC - ENGRENAGEM,
8240,Margarina Bunge pro cremes 01Kg,PRODUTOS,PROD - MARGARINAS,
8241,Margarina Bunge pro croissants 02Kg,PRODUTOS,PROD - MARGARINAS,
8242,Margarina Bunge pro massas 01Kg,PRODUTOS,PROD - MARGARINAS,
8243,Margarina bunge pro massas 02Kg,PRODUTOS,PROD - MARGARINAS,
8244,MARGARINA BUNGE PRO SUPREMA 15Kg,PRODUTOS,PROD - MARGARINAS,
8245,Margarina creme mauricream 2kg,PRODUTOS,PROD - MARGARINAS,17897309408251.0
8246,Margarina croissant mauricream 2kg,PRODUTOS,PROD - MARGARINAS,
8247,Margarina cukin 15Kg,PRODUTOS,PROD - MARGARINAS,
8248,MARGARINA CUKIN 15Kg,PRODUTOS,PROD - MARGARINAS,
8249,"MARGARINA CUKIN LT 16,4Kg",PRODUTOS,PROD - MARGARINAS,
8250,MARGARINA FOLHADA MAURICREAM BLOCOS 2KG,PRODUTOS,PROD - MARGARINAS,
8251,Margarina folhada mauricream placas 2Kg,PRODUTOS,PROD - MARGARINAS,
8252,Margarina massas mauricream 2kg,PRODUTOS,PROD - MARGARINAS,
8253,MARGARINA PASTELLA 80% 15Kg,PRODUTOS,PROD - MARGARINAS,
8254,MARGARINA PREDILETA 80% BD 15Kg,PRODUTOS,PROD - MARGARINAS,
8255,Margarina Primor bloco 10Kg,PRODUTOS,PROD - MARGARINAS,
8256,MARGARINA PRIMOR FOLHADA CROISSANTS 1KG,PRODUTOS,PEC - ENGRENAGEM,
8257,"MARGARINA PRIMOR LT 16,4Kg",PRODUTOS,PROD - MARGARINAS,
8258,Margarina primor pct 1Kg,PRODUTOS,PROD - MARGARINAS,
8259,Margarina Ricca croissants 01Kg,PRODUTOS,PROD - MARGARINAS,
8260,MARGARINA RICCA ESPECIAL MASSAS 2KG ,PRODUTOS,PROD - MARGARINAS,
8261,MARGARINA RICCA FOLHADA PLACA 2KG,PRODUTOS,PROD - MARGARINAS,7894904271795.0
8262,Margarina Ricca folhados 01Kg,PRODUTOS,PROD - MARGARINAS,
8263,MARGARINA SOYA 50% 15KG,PRODUTOS,PROD - MARGARINAS,
8264,MARGARINA SOYA 55% 15KG,PRODUTOS,PROD - MARGARINAS,
8265,Margarina Vitapalma Premium  cx 15Kg,PRODUTOS,PROD - MARGARINAS,7898354670870.0
8270,MARMITA EPS ULTRA M50   50 UND,PRODUTOS,PEC - ENGRENAGEM,
8273,MARMITA QUAD. 190x190 C/TAMPA,PRODUTOS,PEC - ENGRENAGEM,
8274,MARSHMALLOW ARCOLOR PO 500G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896226311593.0
8275,MARSHMALLOW PO ICEBERG 300G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898329015217.0
8276,MARSHMALLOW PREP EM PO MIX 400G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7897011508815.0
8280,Máscara retangular c clip´s e elástico pct c/5unid,PRODUTOS,PEC - ENGRENAGEM,
8285,MASSA DE ACUCAR PARA COB 600G,PRODUTOS,PROD - PASTA AMERICANA,7896226312132.0
8286,MASSA FLORES ARCOLOR BRANCA 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226312118.0
8287,MASSA FLORES ARCOLOR PRETA 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226314105.0
8288,MASSA FLORES ARCOLOR VERDE FOLHA 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226314846.0
8289,MASSA FLORES ARCOLOR VERMELHO 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226313962.0
8291,MASSA FOLHADA AROSA QUAD 3mm 10X45G,PRODUTOS,PEC - ENGRENAGEM,
8292,"MASSA FOLHADA AROSA ROLO  3mm 3,2KG",PRODUTOS,PEC - ENGRENAGEM,7896091252830.0
8293,MASSA MADRE FLM SECA CENTEIO 450G,PRODUTOS,PROD -  MELHORADOR,7898331014192.0
8294,MASSA MADRE FLM SECA TRIGO E MALTE 450G,PRODUTOS,PROD -  MELHORADOR,7898331014215.0
8295,MASSA PARA MODELAGEM E FLORES FLEXIVEIS 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226318035.0
8296,MASSA PARA PASTEL 5KG,PRODUTOS,PROD - CULINARIOS,
8297,MASSA PASTILHAGEM ARCOLOR 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226311616.0
8303,MEL BOM SABOR BLISTER 144UND,PRODUTOS,PEC - ENGRENAGEM,
8304,MEL DE ABELHA 500ML,PRODUTOS,PROD - PRODUTOS DIVERSOS,
8305,Melhorador em pasta longa ferment. cx100pct 100g,PRODUTOS,PEC - ENGRENAGEM,17897309405274.0
8306,Melhorador em pasta longa fermentação 100g,PRODUTOS,PEC - ENGRENAGEM,
8307,MELHORADOR EM PASTA MIX 150G,PRODUTOS,PROD -  MELHORADOR,7897347618059.0
8308,Melhorador em pasta premium 100g,PRODUTOS,PROD -  MELHORADOR,
8309,MELHORADOR EM PASTA ZAS FLEISCHMANN 165g,PRODUTOS,PEC - ENGRENAGEM,
8310,MELHORADOR EM PO ARKADY 1KG,PRODUTOS,PROD -  MELHORADOR,
8311,MELHORADOR EM PO MAURI PREMIUM 1KG,PRODUTOS,PEC - ENGRENAGEM,
8312,MELHORADOR EM PO MAURI PREMIUM 5kg,PRODUTOS,PROD -  MELHORADOR,
8313,MELHORADOR EM PO POTENTE EMBRAMIX 4Kg,PRODUTOS,PROD -  MELHORADOR,606529668389.0
8314,MELHORADOR EM PO POTENTE EMBRAMIX 500G,PRODUTOS,PROD -  MELHORADOR,
8315,Melhorador em pó premium Mauri 300g,PRODUTOS,PEC - ENGRENAGEM,
8316,Melhorador longa fermentação PAMX 150g,PRODUTOS,PEC - ENGRENAGEM,
8317,MELHORADOR PARA PÃES KERRY 01Kg,PRODUTOS,PEC - ENGRENAGEM,
8318,MELHORADOR PASTA ADIPAST 150G,PRODUTOS,PROD -  MELHORADOR,7898084668260.0
8319,MELHORADOR PASTA BREAD 150G,PRODUTOS,PROD -  MELHORADOR,7898935155680.0
8320,MELHORADOR PASTA FLM ZAS 100G,PRODUTOS,PROD -  MELHORADOR,7898409950575.0
8321,MELHORADOR PASTA LEVAPAN 150G,PRODUTOS,PROD -  MELHORADOR,7898386413469.0
8322,MELHORADOR PASTA PADEIRO TOP 150G,PRODUTOS,PROD -  MELHORADOR,7898049430093.0
8323,MELHORADOR PASTA POTENTE EMBRAMIX 150G,PRODUTOS,PROD -  MELHORADOR,7893595248192.0
8324,Melhorador pastoso BIGMIX 150g,PRODUTOS,PEC - ENGRENAGEM,7898407500413.0
8325,MELHORADOR PO BREAD PLUS 1KG,PRODUTOS,PROD -  MELHORADOR,7898935155987.0
8326,MELHORADOR PO BREAD PLUS 5KG,PRODUTOS,PROD -  MELHORADOR,7898935155710.0
8327,MELHORADOR PO FLM 1KG,PRODUTOS,PROD -  MELHORADOR,
8328,MELHORADOR PO FLM ARKADY 5KG,PRODUTOS,PROD -  MELHORADOR,7898409952852.0
8329,MELHORADOR PO FLM PLATINUM 1KG,PRODUTOS,PROD -  MELHORADOR,
8330,MELHORADOR PO FLM PLATINUM 300G,PRODUTOS,PROD -  MELHORADOR,7898409955464.0
8331,"MELHORADOR PO FLM PLATINUM 5,1KG",PRODUTOS,PROD -  MELHORADOR,7898409955419.0
8332,MELHORADOR PO FLM PREPARADO (FRAC) 500G,PRODUTOS,PROD -  MELHORADOR,
8333,MELHORADOR PO FLM PREPARADO 500G (FRAC),PRODUTOS,PROD -  MELHORADOR,
8334,MELHORADOR PO FLM PREPARADO 5KG (SC),PRODUTOS,PROD -  MELHORADOR,7898409959523.0
8335,"MELHORADOR PO LEVAPAN 2,5KG",PRODUTOS,PROD -  MELHORADOR,7898386412967.0
8336,MELHORADOR PO LEVAPAN 500G,PRODUTOS,PROD -  MELHORADOR,7898386412950.0
8337,MELHORADOR PO MAURI 1KG,PRODUTOS,PROD -  MELHORADOR,
8338,MELHORADOR PO MAURI 5KG,PRODUTOS,PROD -  MELHORADOR,7897309405208.0
8339,MELHORADOR PO PADEIRO 10KG,PRODUTOS,PROD -  MELHORADOR,
8340,MELHORADOR PO PADEIRO 1KG,PRODUTOS,PROD -  MELHORADOR,
8341,"MELHORADOR PO PLATINUM MAURI 5,1KG",PRODUTOS,PROD -  MELHORADOR,
8342,MELKEN HARALD CEREAL BALL LEITE BRANCO 500G,PRODUTOS,PROD - GRANULADOS,7897077805606.0
8406,MICANGA HARALD CHOCOLATE 150G,PRODUTOS,PEC - ENGRENAGEM,
8422,MILHO VERDE QUERO  LT 2Kg,PRODUTOS,PEC - ENGRENAGEM,
8423,MILHO VERDE QUERO LT 200g,PRODUTOS,PEC - ENGRENAGEM,
8428,MINI PASTILHAS MAVALERIO COLORIDOS CHOCOGIROS 70G,PRODUTOS,PEC - ENGRENAGEM,
8433,MISSANGA COLORIDA 01Kg,PRODUTOS,PEC - ENGRENAGEM,
